employee_id,age,gender,department,job_role,monthly_income,years_at_company,work_life_balance,job_satisfaction,overtime,performance_rating,attrition
10057,26,Female,Sales,Manager,15000,19,2,1,Yes,4,No
49313,37,Female,Operations,Business Analyst,15228,14,1,4,Yes,3,Yes
87024,41,Female,IT,Business Analyst,15571,14,4,1,Yes,5,No
47052,56,Female,Marketing,Team Lead,15003,27,1,2,Yes,1,Yes
97028,20,Male,Operations,Business Analyst,16244,2,4,1,No,1,No
82363,60,Female,IT,Recruiter,15574,5,3,3,Yes,1,Yes
97495,22,Female,Admin,Team Lead,15095,29,2,4,Yes,1,No
38869,54,Male,Sales,Accountant,16316,24,3,2,Yes,2,No
86861,60,Female,Marketing,HR Executive,15735,29,4,3,Yes,4,No
85371,38,Female,Finance,Manager,15611,8,2,3,No,2,No
88288,30,Male,Marketing,Manager,15222,38,2,3,No,2,No
90907,35,Male,HR,Recruiter,5000,23,3,1,No,3,Yes
74656,42,Female,HR,Accountant,16264,10,1,4,No,3,No
17701,47,Female,Marketing,Team Lead,16253,3,1,4,Yes,1,No
69904,34,Female,IT,Recruiter,15985,5,2,2,Yes,3,No
26003,30,Male,Sales,Data Analyst,15380,23,3,2,Yes,5,No
29714,49,Female,Operations,Recruiter,15509,28,1,2,Yes,5,No
91783,46,Male,IT,Data Analyst,15900,25,4,1,Yes,2,No
54407,35,Male,IT,HR Executive,15895,5,4,4,Yes,2,No
38972,51,Female,HR,Recruiter,16279,30,4,2,Yes,1,Yes
96065,19,Female,Finance,Data Analyst,15176,32,2,2,No,5,No
19963,51,Female,IT,Data Analyst,16194,20,1,4,Yes,2,No
40893,37,Male,IT,Manager,5000,29,2,2,No,2,No
59343,59,Male,Finance,Data Analyst,15320,35,3,4,No,2,No
93240,54,Male,Sales,Business Analyst,15824,24,3,1,No,2,No
40299,39,Female,Operations,Business Analyst,15691,29,2,2,No,5,No
28859,26,Male,IT,Recruiter,15043,10,4,1,Yes,5,No
83082,48,Male,Admin,Sales Executive,16381,9,1,1,No,3,No
73552,40,Female,Finance,Manager,15654,20,1,3,Yes,5,No
17766,45,Female,Finance,Team Lead,15997,4,3,3,No,5,No
41542,37,Female,HR,Manager,15039,30,2,3,Yes,2,No
62236,30,Male,Sales,Sales Executive,15614,11,3,3,No,3,No
66780,40,Female,HR,Recruiter,15614,37,4,2,Yes,2,No
24504,58,Male,Admin,Sales Executive,15938,32,1,2,Yes,4,No
54784,52,Female,Sales,Software Engineer,15539,17,4,3,No,2,No
27803,36,Male,Finance,HR Executive,15395,20,3,3,No,3,No
45429,56,Female,Finance,Sales Executive,15701,10,2,3,Yes,4,No
45760,28,Female,Marketing,Accountant,15984,19,2,4,No,2,No
64909,31,Male,Operations,Recruiter,16125,31,4,3,No,1,No
36619,45,Female,Sales,Business Analyst,5000,2,4,2,No,5,No
91329,52,Male,Sales,Accountant,15799,7,3,4,No,2,No
81182,44,Female,Admin,Business Analyst,15663,27,4,3,Yes,1,Yes
